group_sha,model,source,inc_items,dec_items,C_pre_inc,C_pre_dec,C_post_inc,C_post_dec,A_pre_inc,A_pre_dec,A_post_inc,A_post_dec,Y0_inc,Y0_dec,dC_pre,dC_post,dA_pre,dA_post,dY0
ce47287f7f,qwen3-8b,fever,g24a_fever_105216,g24a_fever_148263,99.753785,15.991604,100.0,7.483203,0.00454,13.748322,-0.0,33.404001,0.0,77.868321,83.762181,92.516797,-13.743782,-33.404001,-77.868321
ce47287f7f,qwen35-9b,fever,g24a_fever_105216,g24a_fever_148263,99.887633,49.275172,97.915617,54.376058,-97.381987,12.439687,-97.312863,1.567297,97.425131,98.925924,50.612461,43.539559,-109.821674,-98.88016,-1.500793
e6af48c413,gemma3-12b,scifact,g24a_scifact_137,g24a_scifact_138,61.668722,-44.643167,-35.335521,4.446122,-41.564775,56.100908,30.682498,55.848022,57.538776,66.544422,106.31189,-39.781643,-97.665683,-25.165524,-9.005646
e6af48c413,llama31-8b,scifact,g24a_scifact_137,g24a_scifact_138,-1.774781,0.643285,-45.015851,-25.858744,35.854213,71.80681,40.505693,77.26602,53.473899,87.357225,-2.418067,-19.157106,-35.952597,-36.760328,-33.883326
e6af48c413,mistral-small-24b,scifact,g24a_scifact_137,g24a_scifact_138,-51.738436,-37.358294,-37.611401,-9.362293,70.286746,65.778427,65.680427,64.314685,16.334953,76.04827,-14.380141,-28.249108,4.508319,1.365742,-59.713317
e6af48c413,qwen3-8b,scifact,g24a_scifact_137,g24a_scifact_138,-22.346537,0.008895,-98.192557,21.184948,34.450847,55.619652,33.332802,34.443599,65.022122,55.628549,-22.355432,-119.377505,-21.168805,-1.110798,9.393572
e6af48c413,qwen35-9b,scifact,g24a_scifact_137,g24a_scifact_138,-0.558534,-0.668823,-55.289405,-0.010182,5.969417,19.405579,5.398167,15.882144,93.333998,20.721,0.11029,-55.279223,-13.436162,-10.483977,72.612998
ec9e00037c,gemma3-12b,fever,g24a_fever_102540,g24a_fever_103545,-42.409211,-55.535704,-44.336947,-55.424868,42.420332,55.538047,44.325229,55.545821,55.552686,55.552786,13.126493,11.087922,-13.117716,-11.220593,-0.0001
ec9e00037c,llama31-8b,fever,g24a_fever_102540,g24a_fever_103545,-31.901463,-0.297432,-40.44912,5.187299,32.772409,78.513766,35.08387,81.311383,56.115671,87.142002,-31.60403,-45.636419,-45.741357,-46.227513,-31.026331
ec9e00037c,mistral-small-24b,fever,g24a_fever_102540,g24a_fever_103545,-66.229448,-32.63633,-53.583076,-6.453248,53.109325,43.864879,47.659734,43.874349,45.279213,43.917177,-33.593118,-47.129829,9.244446,3.785385,1.362037
ec9e00037c,qwen3-8b,fever,g24a_fever_102540,g24a_fever_103545,66.532379,1.2e-05,-71.560713,-0.0,-6.390467,22.784265,60.237872,22.784277,39.740418,22.784277,66.532367,-71.560713,-29.174732,37.453595,16.956141
ec9e00037c,qwen35-9b,fever,g24a_fever_102540,g24a_fever_103545,20.27718,0.55121,-0.853338,-48.995668,10.67761,36.487436,32.695739,34.53884,13.067955,39.024836,19.72597,48.14233,-25.809826,-1.843102,-25.956881
efe5c764ce,gemma3-12b,fever,g24a_fever_224369,g24a_fever_224370,-22.81245,-0.005862,-0.002088,-0.004238,99.964293,99.997243,99.999378,99.997265,0.000364,99.997343,-22.806589,0.00215,-0.032949,0.002112,-99.99698
efe5c764ce,llama31-8b,fever,g24a_fever_224369,g24a_fever_224370,-4.797885,14.090011,34.489844,-34.521999,-23.797013,-13.370072,-26.527878,-8.491002,44.148349,1.062956,-18.887896,69.011843,-10.426941,-18.036877,43.085393
efe5c764ce,mistral-small-24b,fever,g24a_fever_224369,g24a_fever_224370,8.670502,-10.676479,-93.004229,-31.649211,-2.554579,97.575671,97.209139,97.696696,2.629419,97.858254,19.346982,-61.355018,-100.13025,-0.487557,-95.228835
efe5c764ce,qwen3-8b,fever,g24a_fever_224369,g24a_fever_224370,5.813408,-0.0,-99.994866,-0.0,40.135762,1e-06,99.86192,1e-06,0.137624,1e-06,5.813408,-99.994866,40.135761,99.861919,0.137622
efe5c764ce,qwen35-9b,fever,g24a_fever_224369,g24a_fever_224370,32.185703,0.87321,-54.764467,-26.690603,10.020651,7.164432,97.402347,8.056711,0.555985,8.080966,31.312493,-28.073865,2.856219,89.345637,-7.52498
f320cab67b,gemma3-12b,fever,g24a_fever_208414,g24a_fever_208433,-0.259157,-55.534276,-44.437141,4e-06,33.324765,99.995441,33.289673,99.995733,66.675067,99.99575,55.275119,-44.437145,-66.670675,-66.70606,-33.320683
f320cab67b,llama31-8b,fever,g24a_fever_208414,g24a_fever_208433,-2.118739,87.805908,-49.443123,-8.254198,57.513827,-83.79612,58.625738,-2.43636,41.145025,12.124682,-89.924647,-41.188925,141.309947,61.062097,29.020343
f320cab67b,mistral-small-24b,fever,g24a_fever_208414,g24a_fever_208433,-76.254848,-20.594547,-77.674043,-24.494343,47.528837,15.361715,47.577568,12.199192,52.113846,15.757956,-55.660301,-53.1797,32.167122,35.378376,36.35589
f320cab67b,qwen3-8b,fever,g24a_fever_208414,g24a_fever_208433,-0.0,-1e-05,-0.006144,-0.01353,0.0,100.0,0.0,100.0,100.0,100.0,1e-05,0.007386,-100.0,-100.0,-0.0
f320cab67b,qwen35-9b,fever,g24a_fever_208414,g24a_fever_208433,0.435555,-0.005115,-75.711457,-0.02258,6.555131,2.715429,6.168872,2.714643,93.001326,2.722379,0.44067,-75.688877,3.839702,3.454229,90.278947
f4d0aa5c71,gemma3-12b,scifact,g24a_scifact_501,g24a_scifact_500,-22.289184,-55.542536,-66.67791,-10.720933,55.452258,66.488063,55.389342,66.531671,22.377432,66.687948,33.253352,-55.956977,-11.035805,-11.142329,-44.310516
f4d0aa5c71,llama31-8b,scifact,g24a_scifact_501,g24a_scifact_500,-36.940813,-58.20932,-16.553935,-44.229599,45.531405,66.730852,45.063688,66.794145,43.357138,67.009453,21.268506,27.675663,-21.199447,-21.730456,-23.652315
f4d0aa5c71,mistral-small-24b,scifact,g24a_scifact_501,g24a_scifact_500,-41.325741,-34.176068,-48.210225,-12.645188,72.866238,18.230365,78.969626,19.644485,14.475578,29.536082,-7.149673,-35.565037,54.635873,59.325141,-15.060504
f4d0aa5c71,qwen3-8b,scifact,g24a_scifact_501,g24a_scifact_500,-45.05468,-0.947397,-36.084154,19.814978,34.090563,33.944022,22.38264,35.704402,55.140863,55.534979,-44.107283,-55.899132,0.146541,-13.321762,-0.394116
f4d0aa5c71,qwen35-9b,scifact,g24a_scifact_501,g24a_scifact_500,-0.002161,-3.285072,-56.184268,-19.45708,93.949754,88.634228,93.17039,88.630626,6.016876,88.640671,3.282911,-36.727188,5.315526,4.539764,-82.623796
fa68f098d6,gemma3-12b,fever,g24a_fever_161222,g24a_fever_94603,-23.778698,-12.348147,-33.560862,-0.322401,22.460872,77.614434,22.317463,77.616691,66.666643,77.621575,-11.430551,-33.238461,-55.153562,-55.299228,-10.954932
fa68f098d6,llama31-8b,fever,g24a_fever_161222,g24a_fever_94603,-12.625396,11.769397,-36.049275,-38.892545,38.264155,38.721286,38.237378,42.41225,50.055067,51.117876,-24.394793,2.84327,-0.457131,-4.174872,-1.062809
fa68f098d6,mistral-small-24b,fever,g24a_fever_161222,g24a_fever_94603,-85.811083,-24.410412,-81.1181,3.470093,10.669642,77.946903,10.741953,76.696344,89.065403,82.701785,-61.400671,-84.588194,-67.277262,-65.954391,6.363618
fa68f098d6,qwen3-8b,fever,g24a_fever_161222,g24a_fever_94603,-15.668706,2e-06,-98.775588,0.007176,34.010431,51.700357,39.713383,51.693183,59.062206,51.700359,-15.668707,-98.782764,-17.689926,-11.979799,7.361847
fa68f098d6,qwen35-9b,fever,g24a_fever_161222,g24a_fever_94603,-1.825708,-0.002847,-64.940689,2.184298,4.014605,61.0549,3.178811,57.140227,93.98071,61.065391,-1.822862,-67.124986,-57.040295,-53.961417,32.915318
fe39679ee7,gemma3-12b,fever,g24a_fever_204015,g24a_fever_203996,-35.566676,-55.543875,1.182095,-54.002382,3.890341,55.564587,7.241872,54.241313,88.563227,55.568064,19.977198,55.184477,-51.674246,-46.999441,32.995162
fe39679ee7,llama31-8b,fever,g24a_fever_204015,g24a_fever_203996,-1.768197,-25.266469,-51.436831,-18.987498,16.566052,28.854418,19.857544,27.720251,77.135281,33.498677,23.498272,-32.449334,-12.288366,-7.862706,43.636603
fe39679ee7,mistral-small-24b,fever,g24a_fever_204015,g24a_fever_203996,-79.017339,-29.743519,-61.996218,-29.218769,14.284233,15.850082,13.8578,15.857034,84.546921,15.904387,-49.27382,-32.777449,-1.565849,-1.999234,68.642534
fe39679ee7,qwen3-8b,fever,g24a_fever_204015,g24a_fever_203996,-3e-06,0.0,-0.11264,-0.003536,11.525902,63.085499,11.525902,63.085499,88.474098,63.085499,-3e-06,-0.109104,-51.559597,-51.559597,25.388599
fe39679ee7,qwen35-9b,fever,g24a_fever_204015,g24a_fever_203996,-0.006145,-10.320178,-72.465524,-17.368567,1.872686,34.644212,1.868869,34.391944,98.12289,37.958229,10.314033,-55.096957,-32.771526,-32.523074,60.164661
